Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency,Headline Word,Headline Frequency,Headline Percent 
,,,,,,,,,,,,,,,,,,,,,Falsehoods,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Falwell,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fame,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fancy,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fascism,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fathers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fault,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Favorability,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fear,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Feared,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Featured,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Felon,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fentanyl,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ferguson,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fest,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fierce,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Filed,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Filled,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Filming,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fined,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fines,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Finished,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Firearms,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Flames,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Flaw,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fleeing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Flip-Flopped,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Flipped,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Focused,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Follows,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Forgetting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Forms,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Founded,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fray,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Freakout,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Fred,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Freeman,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Friedman,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Friendship,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Front-Runner,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,G20,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,G-20,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Gabbard,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Gabrielle,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Gamble,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Game,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Gang,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Gaps,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Georgetown,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,German,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ghazala,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Giants,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Giddy,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Girlfriend,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Give,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Giveaway,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,GM,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Goals,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Golden,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Grace,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Graduation,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Graphic,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Grayson,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Greatest,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Grim,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Guests,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hailed,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hammer,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Handled,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hardest,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Harmful,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Harming,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Harms,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Harsher,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hashtag,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Haunt,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hawk,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Heartbreaking,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Heavily,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Heavy,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Herb,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hewitt,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,High-Stakes,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hispanics,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Holders,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hollen,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hollow,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Holy,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Honduras,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Honeymoon,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hong,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Horrifying,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hosting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hugs,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Humanity,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Humayun,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Hunting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Icon,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ignorant,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Illness,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Imagination,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Immoral,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Impacts,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Impasse,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Imperil,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Implying,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Import,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Impression,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Imprisoned,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Inaction,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Incoming,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Increasing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Incredibly,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Indeed,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Indefinitely,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Independents,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Indigenous,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Individuals,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Infant,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Infighting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Informants,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Inhofe,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Instagram,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Institutional,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Interrupted,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Investing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Investments,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Investor,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Invisible,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Iowans,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,iPhone,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ireland,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,IX,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Jackie,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Jam,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Jeh,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Jeopardy,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Jihadist,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Joel,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Jose,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Joseph,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Journey,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Juggernaut,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Junk,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Jurors,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Justification,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Katie,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Kent,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Kenya,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Kidding,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Kings,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Kissinger,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Kneeling,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Knock,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Knockout,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Kong,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lack,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lahren,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Laid,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lament,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Landing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Laptop,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Larger,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lash,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Last-Ditch,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lasting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Laughs,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lawful,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lawrence,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Leaking,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Leaning,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lecture,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Leg,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Legend,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Legislator,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Leverage,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Liars,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lift,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Like,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lining,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lobbied,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Location,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lock,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Long-Awaited,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Long-Term,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Look,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Looked,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Loosen,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Louie,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lousy,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lows,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lucky,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Lynn,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mailer,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Make,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Making,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Manchester,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Manhattan,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Many,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mar-a-Lago,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Margins,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Marion,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Marry,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Matthew,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,May,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,McDaniel,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,McHale,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Meaningful,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Medicare,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Meg,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Megadonor,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Memorable,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Memos,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mentor,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Methods,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mia,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Milestone,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Millionaires,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Millions,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Miner,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Misery,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Misguided,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Misinformation,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Misleads,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mocking,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mode,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Monsters,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Moon,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Moral,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mormon,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Moron,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mosul,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mounts,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Mulvaney,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Murdered,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Murderer,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Murders,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Murray,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Musical,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nader,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nail,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Naloxone,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Naming,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Narrowly,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nate,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nathan,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Natural,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Neglect,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Neo-Nazi,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nerd,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Networks,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Newark,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Newspapers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nightmares,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nine,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nominates,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nonprofit,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Norm,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Normalize,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Northeast,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nostalgia,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Notes,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Notorious,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Not-So-Secret,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nuclear,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nugent,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nurses,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Nye,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Obey,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Obstacle,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Offended,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Offensive,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Older,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Oldest,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Oliver,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Open,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Operations,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Organize,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ousting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Overcome,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Overlooked,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Overseas,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Overseeing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Overturned,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,P.,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pakistani,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Paladino,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pan,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Partial,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Passionate,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Patagonia,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Patch,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Patent,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pathway,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Patience,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Patient,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pause,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Payday,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Peddling,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pepper-Spray,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Periods,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Permission,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Permit,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Phenomenon,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Philly,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Phony,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Physician,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pictures,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pilots,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Plague,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Plagued,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Player,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,PM,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pocket,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pointing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pointless,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Poison,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,POLL,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ponder,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Possibility,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Poster,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pour,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,PR,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Predicted,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Prefers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Premiums,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Prep,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Prescription,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,President,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Presidential,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pre-Super,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pricing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Primer,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Prince,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Prior,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Privatize,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Proceedings,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Produced,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Professional,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Profiled,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Prompts,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Properly,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Prosecuting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Prosecution,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Proven,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Proving,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,PTSD,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Public-Sector,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Publishing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Punch,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Puppy,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Purchase,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Purge,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Pursuing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Puzder,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Q,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,R.,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rabbi,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Racially,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Radicals,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Raging,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ralph,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rampage,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ranking,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rankings,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Ranks,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rants,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Raucous,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reacts,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reads,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reaffirms,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Realized,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rebellion,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Recognizes,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Recommends,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reconciliation,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Recounts,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Recover,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reelection,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Referendum,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reflects,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reforming,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Refute,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Regard,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Registering,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Regulating,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rejected,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Remarkable,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Remembrance,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Representative,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Representing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reputation,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rescind,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Researchers,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Resembles,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Resettlement,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reshape,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Resigned,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Resort,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Responded,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Responding,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Restored,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Restricting,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rests,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,RESULTS,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Rethinking,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reunion,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reviewing,4,0.002007186
,,,,,,,,,,,,,,,,,,,,,Reviews,4,0.002007186
